comment,sentiment
let put tag on inflation where it is due the democratic party specifically janet yellen president biden stimulus give aways mrs gump said it best stupid is as stupid does,negative
life is not about finding yourself life is about creating yourself lolly daskal,neutral
subscribe to the clips channel for fresh clips daily,neutral
is it just me or did she take something before this bc she lowkey going in and out,negative
you got shitty ass way about you he killed this one best way to describe her her personality is terrible,negative
bro when he said nemo yelped pimp giving nickname lmao,negative
her sir sharp heh heh you ain talking to the police nah bitch,negative
she wierdo,negative
if shawty don run with that free game sharp gave her she needs to just give up and clock in at mcdonalds,neutral
lmaoo that crazy,neutral
wtf does humanize yourself even mean,negative
just trying to figure out wtf she was talking about wtf,negative
sharp my hero,positive
if sharp knew single thing about psychology and interviews meant to humanize person he would know that every single technique he used here was garbage the dude claims he real but he be wearing sun glasses during an interview he thinks he respectful but continuous disrespects his interviewee there a big difference between being truthful and being complete asshat like sharp is doing this entire interview,negative
she fake as 3 dollar bill nothing real about her,negative
sharp is the most disrespectful interviewer ve ever seen what piece of shit,negative
sharp is transphobic af fuck this little boy men who listen to this little boy are the same men who guzzle down ben shapiro cum,negative
bro from the get go she couldn do nothing right this was one sided podcast episode them laughing when she said riley reid was like when kodak said he wanted to go to college and the room laughed don have her on,negative
damn she was all happy at the beginning of the video up until sharp became werewolf at the end and left her speechless,neutral
this video came on through my airpods without seeing the video while was at work thought this was miley cyrus she sounds just like her,neutral
dude this is my favorite interview ever she needs to take accountability she thought she go on there and they would be flirty and cute to her and she thinks she so cool cuz she porn star but in reality sharp gave her rude awakening and love it ve watched this one like 4 times lol,positive
he right you gotta learn to take responsibility for your own actions that puts you in messed up situations,neutral
option time 15 sec,neutral
option is correct not exact because my 3 and nx 4 that why,neutral
thanku so much sirr,positive
option is correct,neutral
sir in the second problem it not exact until 0 negative difference is coming while cheking exactness thank your sir very useful sessions,positive
not exact option is correct,neutral
it not exact,negative
option is correct,positive
right answer is,neutral
not exact,negative
option not exact,negative
not exact is the correct answer,neutral
option not exact thanku sir,positive
sir explain very slowly going very fast can able to understand properly,negative
not exact,negative
option thank you sir,positive
option is right sir,positive
the given question the equation is not exact option 2 is the answer,neutral
have nice day my dear friends,positive
rip and thank you and your family for your selflessness,positive
hot girls for you,neutral
my prayers to all of you so sorry so sad all my love my prayers are with all of you,positive
веsт adulт daтing siтe,positive
but it cool though keep pumping up the eagles hopefully the 9ers get to play them in the post season that is if they don lose to the commanders again lol,neutral
this is joke the 49ers only have good defense and m not it a bad thing to have but if the face great team that have both offense and defense the will lose fly eagles fly,neutral
wtf is marcus talking about the buccs blitzed tf out of purdy,negative
no subtitles,negative
ontario canada,neutral
there so cute together,positive
yeet snack,neutral
yoooo my 2 fav dentists in the world together is this dream,positive
this is kinda sus me dirty mind my brother,negative
phhhhhhh and fat globbbbbb like these,negative
secret sauce toothpaste ayo,neutral
secret sauce,neutral
you should drop more like these,positive
his puhh are just iconic,positive
the collab we never asked for but we needed,neutral
farted when saw the bentist said super soft,neutral
are you guys related,neutral
sus,neutral
holaa,neutral
yeet snag super soft,neutral
dis kinda sus was prob the best part lol,positive
best duo,positive
it a one puhhhhh that low,neutral
now convinced every youtuber at least knows lot of other youtubers irl,positive
the little grunt,neutral
if you don speak french don worry est quoi cette merd means what is this sh t,negative
what name filter,neutral
how does everyone get that voice how m stupid,negative
bro what was that noise also this video is so funny,positive
this is so,neutral
he said excuse me in french btw,neutral
the est quoi cette merde literally gor me at the end,neutral
love all so much your the cutest couple pierre is so adorable he insanely innocent,positive
est quoi cette merde in english what this shit,negative
the way he said sackiutseme,neutral
he said at the end what is this,neutral
lollo,neutral
it the he look at the phone,neutral
lol,neutral
now that was funny to watch and at the end priceless,positive
im dyinggg,negative
british stealing everything innit,negative
the simultaneous head turn of chris and connor hahahaha,neutral
british moment,neutral
the middle child oldest child and youngest eating cereals,neutral
too wear stole,negative
affable yoink,neutral
that was so smooth it was like scripted comedy moment hot damn this was so fun hope lud eventually gets to go to japan or something for more shenaniganry,positive
this is basically three brothers reviewing cereal in front of camera with the eldest being the bully as usual the look of disbelief from lud is worth replaying 4 lucky charms marshmallows out of 5 cause chris just had to have more lol,neutral
big affable,neutral
yoink,neutral
such fun trio lud has talked lot about how much he admired these two guys must be pretty cool to meet them and get on so well,positive
stoled,neutral
this is the result of unfathomable affability,negative
this is cool,positive
like fish,neutral
202 comments,neutral
love sterjins,positive
so,neutral
5 38 edit bro,neutral
trust me you don know all of them,neutral
this is soo cool,positive
hahaha only made in china,positive
pokémon dugon,neutral
flying dragon found in malaysia,neutral
manatea,neutral
we also have dugong in the philippines,neutral
those yetis are bears,neutral
dugong live in pilipines to,neutral
the human fish is carp and the things that make it look like human face is its spots and lines,neutral
we have problem number ten is found in more country im from bulgaria and we have that fish,neutral
wow fake if those bones where really there wouldn be meat and blood on it,neutral
omg cool,positive
sorry pastor allen only believe certain news media about the flu and how many succumbed to it seems like the point is that we need to get on our knees and ask him forgiveness for our sins of omission god forgive the church for complacency forgive us for not realizing it help us to move forward lord your way thank you for your obedience woc,negative
say prayer say about it was in years ll be good please come and get you make sure you get your soup leave me like everybody else,positive
prayed the prayer with you,positive
1 corinthians 12 1 this is the true spiritual weapons the church has but few pastors will allow as well as the proper leadership of the church in ephesians 4 11 which the church does not teach as well as the involvement of the people in cor 14 29 states all participate and 2 or 3 prophets are allowed to speak this is not allowed as well sad when is the church going to obey god,positive
we prayed the lord prayer with you god bless you paster for preaching bold truth john and amy,positive
pastor allen prayed along with you,positive
oh lord jesus forgive me lord for my sins and purify me with your precious blood make me pure and holy bless me with heavenly wisdom to make the right decisions and to understand your word thank you abba father for your promises thy kingdom come and your will shall be done in heaven as on earth let your will be done in me in jesus name amen,positive
what an awesome message will be coming to your church soon once we understand that life is about jesus and just jesus we will start to understand when god say i am don in ia,positive
prayed with you amen,positive
praying with you,positive
how lovely are the feet of them that bring good news,positive
thank you lord we praise you and thank you for allowing us to pray together your prayer in jesus name amen,positive
thank you lord jesus for loving us so much lord keeping us safe under your precious blood and during this pandemic bringing us more closer to you churches might be closed but nothing can stop us from seeking and praising you love you lord jesus more than ever before amen,positive
awesome teaching,positive
thank you for this powerful word pastor as christian advocate and lobbyist for righteous laws in jamaica this helped me and associates to stay grounded in our primary call to pray and trust,positive
prayed with you,positive
our assignment may get done easier with righteous leaders but no matter what we must run the race of faith,positive
abortion is national iniquity,neutral
preach it pastor the church brought this judgement upon the usa sinners only sin because it their nation the church sins by choice cooperation with sin got us here showing loves to people should bring conversion not cooperation with sin,positive
prayed with you,positive
1st magic 0 10 2nd magic 0 10 3rd magic 0 10,neutral
the end oun was stopped,neutral
the sharpie one is 0 10,neutral
wait that her dad,neutral
is he married,neutral
0 10 0 10 0 10,neutral
wow good boy,positive
guys chil she said dan bc hes name is dan look at the user,neutral
where is emily,neutral
his name is dan,neutral
it sounds like you are saying dad stop,neutral
peke yung guhet,neutral
okay didn expect that,neutral
hsbjz,neutral
wow,positive
it looks like he is cheating,negative
to my sad past will forget you,neutral
this song is so passionate it it makes me yearn for the rhythm they sing to embody if that even thing just so sweet passionate,positive
im the 300 000 subscriber,neutral
my wife and live fairly close to padre island and when played this going over the causeway her whole demeanor changed and we had the most amazing weekend we laughed ran hugged held hands and saw sunsets like we were in our 20 again 17 years together and still my best friend and loving life,positive
gives me visceral reaction every time,neutral
thank god for music,positive
week old wet laundry and stupid sht like for some reason goes viral,negative
thats the question what if all this work and you don go viral its something to ask when making any video is the time and money and effort put into making this short video even worth it if you do go viral remember going viral isn the same as being famous viral videos and trends don last very long so here someone has put in tons of time and effort to make short dumb video that will maybe get laugh and maybe go viral did they pay for all those drinks they have to carefully clean their car now or they ll have problems like water damage or mold and wow sure hope they didn get pulled over for reckless driving are they proud of themselves was it worth it,negative
can even type out all these roast the tears in my eyes rn he has point,neutral
well you made it viral,positive
why do this lol would soooo fucking livid,positive
if they paid for all of that and then just wasted it while they could ve donated to charity that supplies people with water makes my blood boil and makes me question peoples thought process and priorities,neutral
shows how much we dumbed down,negative
it sad lol how this works this online memes or e,negative
no point just no sense at all,negative
what the fuck is this hate society,negative
lmaooooooo,neutral
white ppl,neutral
we needed hero and he swung,neutral
so no food just cups of ice water,neutral
people who dont know fabric and water grow mold,neutral
what stretch of road they doing this one,neutral
that the point it supposed to be e d equals funny randomness equals funny they think oh everyone doing this tread and if add so many and just throw it all over my car that means am funny no what they want is cry for attention none of this is funny it just stupid they re wasting money they re wasting water and they re going to ruin their car just because,negative
but it did go viral,neutral
there is no point,neutral
nee challenge some thing but fill the cups liquid nitrogen,neutral
what crowd that would have been awesome,positive
they ve slowed the tempo down have to when you get old,neutral
goldknight18 shephard says 5424 understanding,neutral
wellwellwell this explains some of our norfolk issues yes,neutral
eod18 sod18 grab some det bags upupup happy mass,neutral
angus the last of line of acdc original legends,neutral
love ac dc,positive
man would have loved to have been there god damn the energy was crazy felt it here watching it on youtube with the radio blasting,positive
will never regret seeing them live in birmingham thanks ac dc rock on rock kegends,positive
pick swackswackswack laceit hahhahahahaahahahhahahahahahga,neutral
for those who is not vaxed wwweee sssaaaallllluuuttttteeeeeeee yyyooouuuuuuu,positive
never will there be another band like these guys and never is long time,positive
god love this song the first time saw ac dc was august 3rd of 1978 at alpine valley via the power age tour actually slapped angus of the back and left welt of my hand on his back he use to be carried into the audience back then it was hot as hell out that day saw them again over year later at the aragon ballroom in chicago it was years before saw them again,positive
one of rocks greatest anthems and one of rock greatest live bands the great ac dc,positive
put himars up there then m impressed,positive
salute,positive
la pasión por el rock en su máxima expresión,positive
those trappers need to understand that not single one of the old bands will be forgotten,positive
5 years ago rip rock in peace malcolm for those about to rock we salute you,positive
strongly disagree at least there were some positive things in 2020 solidarity and actually getting little assistance from the gov in hard times 2021 was all about fascist rallies and the government trying to make people desperate enough to risk their lives for minimum wage,negative
2nd amendment he who wants pizza shall have their pizza without being recquired to present themselves in mask,neutral
je manchin is horrible human being,negative
michael kosta becoming horse is just ingenious,neutral
have to disagree with this title 2020 was an uneventful year for me and my family 2021 literally tore my family apart may it rest in h3ll,negative
love desi,positive
the vaccine does not prevent covid keller,negative
jan 6th insurrection was in 2021 tell me again how 2020 was worse,negative
am pretty sure 2020 was less frustrating than 2021,negative
sure hope joe can outdo himself in 2022 letting 600 000 illegal immigrants in the country and unvaxxed and untested is rookie number come on uncle sniffy let in million,negative
3 thank you,positive
fun fact sinema denim outfit violates the senate dress code it posted right at the front door and forbids denim and yet nobody motioned to make her go home and change clothes so guess rules really do mean nothing we can all just dress like it the 1990s portland grunge scene and nobody going to care ick gross _,neutral
in pythagorean numerology that is 1 2 3 etc fox 666 and is literally beast stew on that one for minute or two lol makes you wonder ay is that why they named it that and with all the qanon da vinci code type of conspiracy this is totally missed that weird,negative
show be like white men white men white men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white men and some other news says name and not to mention white men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white men,neutral
congratulations your show is now racist,negative
you can move into my apartment even though you once made fun of virgins which hurt my feelings but you will have to pay on time,negative
it should read the less bad as the comparison is between two not three or more,negative
everytime see another rich man launch into space think of rocket by def leppard,neutral
manchin and sinema aren moderate lol they are unapologetically republican sellouts,negative
the song who define village life clearly no biased proud to द स,positive
proud to be desi,positive
super,positive
2 55 jaat,neutral
proud to be desi and gurdaspuria,positive
am proud to be pendu,positive
nice song,positive
proud to be desi,positive
proud to be desii,positive
my father is farmer belong in beautiful village pakistan ahh gana pinda aleya waste banya ve love you bro,positive
proud to be son of farmer,positive
my father farmer,positive
proud,positive
my father is farmer and proud my father bro,positive
wow my favourite song,positive
hi how are you don know anything want to come to your country very early you help me,neutral
you may only succeed if you desire succeeding you may only fail if you do not mind failing __philippos,positive
mycoworks absolutely superb imagine huge wall tanned various blues to emulate water how bout that in your architecture studio entrance,positive
you can leverage btc on chain because the rate of issuance is constant to build on top of bitcoin you can use credit on chain if your sats are offline there is no yield soon enough this idea will become truth bitcoin isn locked in here with you you are locked in here with bitcoin,neutral
is the next sbf defi is the next ftx usdc underpins dexs why is this so hard to understand coins are not decentralized because they depend on centralized stable coins to transfer that been leveraged 10 times,neutral
great interview molly,positive
yo nick looks like there is spelling error on the thumbnail,positive
jason is tds lying journo but still cant get get enough of him 3,neutral
have just started watching wednesday on netflix and am up to the 8th episode am almost done the series thanks for uploading this mp25 studios orchestra,positive
please remember to follow us on instagram for more videos thank you for your amazing subscribing and likes mp25 studios orchestra,neutral
see the passion and the hard work good work guys,positive
you guys do great work,positive
beautiful work wish could order mine too,positive
hey dylan or anybody that knows what do you sand your epoxy tables to osmo calls for 120 grit max but epoxy needs at least 320 to remove swirl marks what is the proper method,neutral
top quality work as always,positive
doesn wood warp after flattening it like doesn it need to reaclimate d love to hear your answer,neutral
do you have micro bubbles in the epoxy do you degas the epoxy before pouring,neutral
like others more wood less resin the wood is the hero great work though cheers,positive
think it turned out magnificent,positive
beautiful as always,positive
what happened to the joe manganiello table,neutral
daaaang that mold peel is satisfying no broken mold too,positive
where is your home base,neutral
why you never use tabletop epoxy for finishing,neutral
the plates have oblong holes,neutral
think it came out great can believe missed the video of you having the slabs cut ll have to go back and find it,positive
so gorgeous work of art,positive
gorgeous,positive
silly question why do you flood the top if you re going to flatten anyway,positive
nice work,positive
what is your dream weight,neutral
consuming processed food in the name of healthy or diet food,neutral
it linked to memory concentration and focus problems harmless negative life style for years it hard to pass it hard to fit in and it tough to stay spirit ial some time on life,neutral
want to stop eating ice cream and cookies,neutral
this still surprise me just how lot of people do not know about okibetonic secrets although lots of people get great result because of it thanks to my friend who told me about okibetonic secrets have lost tons of weight by using it without starving myself,positive
need to lose 3 pounds of my body because want to join this taekwondo competition,neutral
to anyone whos reading this you are gonna have abs soon,positive
thank you did all the mistake might soon go to the bright side of my weight,positive
nice,positive
just had to write paper on this video thanks for that,positive
yes am 2 years late but anyway thank you so much for this video ve been trying to lose weight and realised wasn doing it properly now know and m gonna change that from now on also can somebody please recommend fitness channel that you can do inside your house because since we can go outside due to this pandemic,positive
the stress is stressing me out,neutral
watching this while the pizza fast foods advs keep coming by fuhhh,neutral
let be honest we re all teenagers trying to lose weight during quarintine,neutral
nice thumbnail copycat,neutral
watched this video while eating ice cream,neutral
liked the video bc of the intro why he bounce off the trampoline like that,positive
got your vitamin right here in my pants because have vitamin pills they re in this cute little box 3,neutral
watching this as type 1 is interesting,positive
day 3 of daily uploads,neutral
pls gift me mu username is tipped201biology,neutral
you own me 100 buckoloons,neutral
my name is crafted sword,neutral
want my 100,neutral
where my money at lol,neutral
hi,neutral
subscribed,positive
id like vbucks my user is 2gooodand eye charecter ty,neutral
nice,positive
bro change the fking music,neutral
yoooo,neutral
love when he still says literally free box you dog water zero or zero earnings sub to my boy zach,positive
comment m cracked at fortnite,neutral
hi the 1000 vbucks would be awesome username iboxlittletimmys,neutral
less gooolove ur vids,positive
damn,neutral
so free,positive
down below said comment down below,neutral
avatar the way of water review https youtu be fwkhg7zh8ys unexpected surprise in indian2 https youtu be ra8 p2 nhhg wednesday new tamil dub series review https youtu be 4wjs0243vno,neutral
only thala,neutral
overseas vena vijay no 1 irukalam but tn la ajith and vijay are same equal theatre kudutha best,positive
let see the facts bro like vijay films have done more box office and opening far from ajith films no hate just faxxx,neutral
ர ட சசன movie director ram kumar enna aanaru pls solluga,neutral
love,positive
dhanush 50,neutral
dhanush nadichaa vera levalla irukkum,neutral
dhanush thalapathy,neutral
poieyaa irukalanna adha eenda solra confirm pannitu sollu ennathayavadhu olarama stick on to the content alone,neutral
apart from ajith no one in tamil cinema will match this beard look,neutral
am from the future vaarisu paaththuttu ithukku beast ah paravallanu review panna poraanuga,neutral
dislike,negative
thalapathy,neutral
koi to hum bhi love me like you to bole,positive
1 01 is my favorite part because of the mustang,positive
7 years passed but this song never gets old,positive
this song never get old such masterpiece,positive
guilty pleasure song anyone else,positive
queria tanto achar amor da minha vida,neutral
think your singing is great,positive
2022 almost over and m still addicted to this song,positive
used to hear this song lot on the radio when was younger and never really paid much attention to it heard it again recently and _man_ does it just hit different,positive
love this song,positive
this song is perfect for jungkook and lisa love,positive
wondering,positive
my god what beautiful voice god bless you girl,positive
música linda,positive
que maravilha ouvir está usica,positive
this shi slaps,neutral
beautiful tune classic,positive
hjh,neutral
was frowning the whole time,negative
why is 7 35 so relatable,neutral
im watchind this at 1 am holding for my dear life,neutral
6 28 6 37 6 55 7 02 7 11 7 27 7 36 8 13 8 33 8 57 11 40,neutral
03 40,neutral
4 47 and he was never seen again,neutral
5 20 suomi mainittu torilla tavataan,neutral
2 59 almost laughed with this one,positive
my face the entire video,neutral
3 42 what are these called when you use another clip to give its sound another meaning,neutral
this shit cringe,negative
hsisuiw eo when youa eo aooocye after my cat when so aovwiwceiudi iiiydeaj us,neutral
she just yeeted off the seat in tje water,neutral
2 07 also wanted to pet my cat when she was sleeping and she went flying as soon as touched her,neutral
sorry dad wh thank you,positive
12 48 not again,neutral
haha so funny,positive
4 34 why is nobody talkin about this,neutral
the hottest drop only at https hotpizza gg wewatch use code wewatch to get 0 5 for free,neutral
has monesy ever done reaction time test on stream it probably 120 or 130 which is basically insane,positive
you really don want disrespect this boy homies,negative
oww pleaseeee dont compare osimp with monesy that guys like jam time from outsiders they dont have good reaction lol,negative
yekindar what shame,negative
no way you re profiting by just uploading one minute clips of ohne,neutral
the second shot is amazing too he didnt shot when oponent shoulderpeeked,positive
it like he was already step ahead when he was expecting him to jump at that moment you already know m0nesy is great his reaction just adds little extra to this incredible reaction time jesus,positive
that was insane,positive
that single shot won the finals,positive
love this song,positive
p chester still cant believe your gone,positive
sorry for your loss prayers sent jesus comforts you,positive
should ve stayed were there signs ignored can help you not to hurt anymore we saw brilliance when the world was asleep there are things that we can have but can keep if they say who cares if one more light goes out in sky of million stars it flickers flickers who cares when someone time runs out if moment is all we are we re quicker quicker who cares if one more light goes out well do the reminders pull the floor from your feet in the kitchen one more chair than you need oh and you re angry and you should be it not fair just cause you can see it doesn mean it isn there if they say who cares if one more light goes out in sky of million stars it flickers flickers who cares when someone time runs out if moment is all we are we re quicker quicker who cares if one more light goes out well do who cares if one more light goes out in sky of million stars it flickers flickers who cares when someone time runs out if moment is all we are we re quicker quicker who cares if one more light goes out well do well do,positive
love chester,positive
chester bennington was very honest about his personal battles humble man who used his lyrics to reach fellow travellers you are not alone and you are worth more than this peace x,positive
sobbing thinking about my brother also lost to depression and contemplating similar outcome for me m tired and sad m sorry some may think m angling for attention they may be right haven had anyone notice me for few years tbh don expect much of comment probably won umm make that choice but m really tired and sad as for chester he was amazing and miss him,negative
sorry chester have never knew you died but you will be in my heart forever,positive
depression always win there is no come back,neutral
one day depression will get the best of me like it always has ve tried everything,negative
we miss you chester so much,positive
back in april of 2020 my granddad lost his life to cancer since he didn spoke portuguese and spoke little to no russian at the time we couldn communicate that much and would communicate through signals and everytime went to my grandparent house he always greeted me with smile and hugged me miss him so much to this day,positive
found this song around year ago when was 15 it was also the last song listened to before attempted 6 months ago m getting help now but life isn any better than it was back then if anything it worse m holding on but don know how long for m so tired it makes me so sad that chester saved us but couldn save himself and that is so often the case if anyone relates to this please message me am happy to talk to you about it and would love to hear your stories have good day 3,positive
you will always be my brightest light love you my beautiful girl stay strong,positive
this song still leaves me tear stained after the last five years,positive
we re quicker,neutral
chester bennington linkin park rest in peace rock legend you are in our hearts forever i 20 03 1976 20 07 2017,positive
whosever having hard time hold my hand don say word just let it all out,neutral
ve never watched the video for this song or read the description for the video until today it had to hit me on low night thank you chester,positive
love you vicky 3,positive
love from india and thanks to all the makers of this song to promote indian culture,positive
feeling proud,positive
had this songs chorus randomly stuck in my head and had to listen,neutral
1 2b views only from india rest of views are from different countries,neutral
on the scent trail this sniffer dogs sniffs all the way up lady caron from emilia to miss péron all our love chanel no 5,neutral
love india from italy,positive
anlayamıyorum nasıl bu şarkı nasıl bu kadar harika olabilir 3 dont understand how this song can be so great 3,positive
didn know it was india until looked the comments thank you so much for the love and support,positive
love you india,positive
life a drink and coldplay a drug,neutral
best song for our country,positive
आई लव द स songs m from india,positive
still listening in 2022,positive
the only religion of peace in the world is sanatan dharma may lord krishna give any human being the ability to practice sanatan dharma hare krishna,positive
love india from south africa,positive
being pakistani like this song,positive
india is my country and this song gives me the vibe of world cup,positive
love from india,positive
just great,positive
nice,positive
video better than thumbnail,positive
nice play,positive
pin,neutral
_ヽ ʖ ヽ へ ﾚ ノ ヽ_つ ヽ 丿 ノ lﾉ _,neutral
this is basically try not to laugh,neutral
test,neutral
sometimes youtube basic is more sexually explicit that pornhub is but youtube doesn fuckin care and won change shit keep making that money youtube wow how much anal sex could one guy get,negative
nice play,positive
thay looks gym guy,neutral
it 2yr where are you,neutral
5 13 thumbnail,neutral
if you find this help m in mississippi and m starting to think this entire state is just highway with gas stations and the occasional house here and there it like backrooms level,neutral
a,neutral
https youtu be 1pwdwci05pa,neutral
bro 4 58 wtf,negative
painfully unfunny,negative
come back to us,neutral
nice video,positive
good content mate the best way to find that balance between saving and living is by investing this way you get to have your savings intact and then live comfortably off the revenue coming in from your investments financial freedom is possible you just need to know what to do and when to do it am living testimony ve made good and amazing profit through the help of broker anorld chris his trading services has been of great help to me,positive
in bmx,neutral
hold up wait minute this video is titled random acts of kindness that will restore your faith in humanity and theres cat making the bed at 2 55 guess thats cat is human now,positive
preserve that cat preserve that cat,neutral
2 04 that man thank you god,positive
never stop being good human that all we can do for free and it don cost us anything peace,positive
almost cried,neutral
cant stop smiling and cried,positive
too much kindness too wholesome respect all those humans and animals,positive
isnt that septic sprinkler,neutral
love how it includes cat that will restore my hope in humanity,positive
such people are rare these days but they are and it good,positive
не осточерствел ещё совсем род людской на земле,neutral
idk why but seeing those two small boiis taking care of their sister was so wholesome tt,positive
wanna see random act of baldness,neutral
akwi swgwjn aoq akam skwka,neutral
this is wholesome to be honest love those kind of people wish the world become like them,positive
almost cried,negative
can we reach 10 likes,neutral
lol same,neutral
9 22 what is the name of background piano forgot,neutral
ssssuuiiii,neutral
dont laugh even once,neutral
2 13 ayo,neutral
the first one got me,neutral
7 52 bros laugh turn into spongebob,positive
6 55 lol mr krabs,neutral
9 23 cracked me up,neutral
19 13 naaa lol,neutral
9 22 got me,neutral
12 44 eyy nederlandse meme,neutral
5 00 m impressed that a well organised joke,positive
2 16 wait what,neutral
9 20 my little sister loves sonic and he though he she never played sonic game this is why like this phone,positive
challenge accepted,neutral
0h n0 don woof dog woof,neutral
go by harry got brother named larry another brother named jerry anotha bruddha named barry oldest brother named terry youngest brother named garry and and sister named gery cousin named derry niece named kerry and my dad name is skerry,neutral
16 51 thats fire,positive
nothing is more absurd than the assertion that anything that science has not yet been able to establish is not only within the purview of god but also serves to establish his existence in reality god and other supernatural beings are the main characters of fairytales created by famous but cunning authors who were highly skilled at preying on people emotional brittleness and unease by talking about the afterlife and its attendant hell and heaven,positive
1 44 bro just roasted the sun,neutral
allahu akbar,neutral
i think god is son the moon is his shadow and the north star is jesus christ duh,neutral
this was truly awe inspiring and left profound impact on me,positive
imagine somebody from mars watching videos of earth,neutral
almost 4 million views and only 70 000 likes wow this means that most people don bother no wonder every video tells you please click like and subscribe which is so annoying now get it anyway thank you for not starting the video by telling me what you want me to do for you appreciate it and great video really enjoyed it very educational,positive
and here am crying over my breakup uhhh,negative
erf,neutral
awsome universe nice video,positive
yo watching this while high is crazy,positive
he goes on about size and distance all the time irrelevant size and distance like speed are relative don exist of themselves useless video,negative
they re not big we re just tiny,neutral
so basically the moon is much bigger than what we was lead to believe,neutral
the hubble phot is deceptive in that it implies higher galaxy density than reality the photo shows all galaxies that have past through that direction over the last 11 billion years it not snapshot if you took time lapse picture of all the cars that have past single spot of 95 it could imply that there are billions of cars per mile on that interstate while that was never true,neutral
watched the whole thing and still don question my existence,neutral
ok but need to know about all the other beings that exist in the entire universe,neutral
interesting but spoiled by the annoying music,positive
the heaven declare the glory of god,positive
elon musk speaks lot about when the earth will end no man knows the end only god our creator does people are foolish to even speculate john 3 16 for god so loved the world that he gave his only begotten son jesus christ that whomsoever believes in him will not perish but have eternal life pray that elon musk excepts jesus christ and millions more and who ever reads this,negative
it always good day when sheep uploads,positive
bro 3 23 made me laugh so hard,positive
laughed the first three seconds,positive
laughed at 2 22 otherwise easy,positive
froggo,neutral
survived five minutes,neutral
how did the boy at 2 14 evan do that,neutral
you said it was 3 minutes and it was 17 minutes,neutral
2 15 got me cracking lmfao mega lmfao litterelly had stroke,positive
the pikachu one got me,neutral
amougus,neutral
the pig one was so cute,positive
05 19,neutral
5 40 is the funniest part,positive
im not even laughing for 3 minutes,neutral
0 05 bro fell in slow motion,neutral
take mre aoahhhhhh nieung ning ning ning nigni nginginingniningn,positive
how to not laugh dont have soul like me,positive
for the dog being held up by its collar,neutral
this is reupload of 1 hour compilation that got age restricted 1 month ago so most of you didn get to see it,neutral
9 20 why he ran like that,neutral
07 00,neutral
the ending almost made me cry ve been so stressed lately and everyone tells me it fine that m panicking too much but hey guess what there still panic thanks for making me smile,positive
expected at 46 36 for the guy to punch the officer in the face for some reason,neutral
31 30 omg,neutral
7 18 cat go hit da griddy,neutral
32 50 ok fr tho that actually looks really cool,positive
want to know how many people thought the video just restarted at 16 17,neutral
wow this made me chuckle,positive
03 09,neutral
win,positive
6 09 hey,neutral
18 56 hell nah,neutral
1 41 bro sounds like squilliam tentacles,neutral
25 40 lmfaoooo,positive
04 02,neutral
9 22 my favorite part,positive
morb it up and morb it out,neutral
15 09 got me wheezing,positive
do you play minecraft,neutral
normal people youtube britsh folk you chewb,neutral
yeah idk why but just unsub youtuber uploading 3 video day idk it just annoying for no reason,negative
large following is the last thing want so ll make sure to ignore all these rules and do what want,neutral
3 42 my channel is about entertainment memes reaction and roblox,neutral
lol,neutral
starting doing research is me cuz im to lazy and bored and want money and subs,neutral
lol telling people to be under original,neutral
love from india shout out plz,positive
what is your text to speech program really need ttt rn don have mic and need my video to have voices since m tired of putting texts on my videos,neutral
thx,positive
bro violated everyone at the start,negative
thank you for this video friend it very useful shout out me,positive
hi,neutral
literally hit 100 subs today,neutral
thanks for this it really helped,positive
no one cares about you,negative
shout out plz,positive
there are some great info in this vid however feel that all the real methods are being kept as secret understood that after reading an ebook was able to grow my cashcow accounts drastically and reach six figure within 4 months there are so many important mostly blackhat stuff obviously that are not being discussed anywhere there are methods such as mom child growth how to rank listing proper offsite seo optimization etc unfortunately it is not possible to play according to the rules you truly want to grow your personal account business drastically and pass youtube algorithm,positive
currently trying to discover my nich and idk honestly don know how to spell that but just started youtube blogs the other day this advice helps lot,positive
shared this with my son mr beast he dropped out of college because all he ever wanted to do was youtube and he tried telling us before we made him go to college he had rough go of it this semester which was his freshman year and he home now so many people tell him that it impossible to make career out of youtube but he doesn care m also struggling youtuber who been at it for about 7 years and there nothing d ever rather do for career thank you for sharing your expertise and your story it gives me hope and m hoping it will help my son who been going through lot,positive
thanks great video ve been inspired,positive
hope we alls success,positive
what is an artificial push on you tube,negative
as new channel with one video right now this helped me out lot thanks fellas,positive
still can stop thinking about how shameless that lady at the end was fml xd,negative
dude said keep that in he knew we would smile and have reaction to it,positive
good one,positive
this vid really helped lot,positive
so mr beast and this guy who managing recommendations on home page hang out mr beast is everywhere now lol pewds never got this attention or support from you tube idk but he still was the lead all this time goes to show lot for swede in uk who wasn even american to lead it for so long have to respect the pewds for that,positive
basket ball in cloud that more interesting,positive
didn know this guy starts from scratch and hes telling us hes side of views to get more view and it a best advice keep it up,positive
this is my news channel,neutral
nice discussion,positive
reminds me of drew carey,neutral
nice one like you so much,positive
