,comment,sentiment
1203,he right you gotta learn to take responsibility for your own actions that puts you in messed up situations,neutral
1204,option time 15 sec,neutral
1205,option is correct not exact because my 3 and nx 4 that why,neutral
1206,thanku so much sirr,positive
1207,option is correct,neutral
1208,sir in the second problem it not exact until 0 negative difference is coming while cheking exactness thank your sir very useful sessions,positive
1209,not exact option is correct,neutral
1210,it not exact,negative
1211,option is correct,positive
1212,right answer is,neutral
1213,not exact,negative
1214,option not exact,negative
1215,not exact is the correct answer,neutral
1216,option not exact thanku sir,positive
1217,sir explain very slowly going very fast can able to understand properly,negative
1218,not exact,negative
1219,option thank you sir,positive
1220,option is right sir,positive
1221,the given question the equation is not exact option 2 is the answer,neutral
1222,have nice day my dear friends,positive
1223,rip and thank you and your family for your selflessness,positive
1224,hot girls for you,neutral
1225,my prayers to all of you so sorry so sad all my love my prayers are with all of you,positive
1226,веsт adulт daтing siтe,positive
1227,but it cool though keep pumping up the eagles hopefully the 9ers get to play them in the post season that is if they don lose to the commanders again lol,neutral
1228,this is joke the 49ers only have good defense and m not it a bad thing to have but if the face great team that have both offense and defense the will lose fly eagles fly,neutral
1229,wtf is marcus talking about the buccs blitzed tf out of purdy,negative
1230,no subtitles,negative
1231,ontario canada,neutral
1232,there so cute together,positive
1233,yeet snack,neutral
1234,yoooo my 2 fav dentists in the world together is this dream,positive
1235,this is kinda sus me dirty mind my brother,negative
1236,phhhhhhh and fat globbbbbb like these,negative
1237,secret sauce toothpaste ayo,neutral
1238,secret sauce,neutral
1239,you should drop more like these,positive
1240,his puhh are just iconic,positive
1241,the collab we never asked for but we needed,neutral
1242,farted when saw the bentist said super soft,neutral
1243,are you guys related,neutral
1244,sus,neutral
1245,holaa,neutral
1246,yeet snag super soft,neutral
1247,dis kinda sus was prob the best part lol,positive
1248,best duo,positive
1249,it a one puhhhhh that low,neutral
1250,now convinced every youtuber at least knows lot of other youtubers irl,positive
1251,the little grunt,neutral
1252,if you don speak french don worry est quoi cette merd means what is this sh t,negative
1253,what name filter,neutral
1254,how does everyone get that voice how m stupid,negative
1255,bro what was that noise also this video is so funny,positive
1256,this is so,neutral
1257,he said excuse me in french btw,neutral
1258,the est quoi cette merde literally gor me at the end,neutral
1259,love all so much your the cutest couple pierre is so adorable he insanely innocent,positive
1260,est quoi cette merde in english what this shit,negative
1261,the way he said sackiutseme,neutral
1262,he said at the end what is this,neutral
1263,lollo,neutral
1264,it the he look at the phone,neutral
1265,lol,neutral
1266,now that was funny to watch and at the end priceless,positive
1267,im dyinggg,negative
1268,british stealing everything innit,negative
1269,the simultaneous head turn of chris and connor hahahaha,neutral
1270,british moment,neutral
1271,the middle child oldest child and youngest eating cereals,neutral
1272,too wear stole,negative
1273,affable yoink,neutral
1274,that was so smooth it was like scripted comedy moment hot damn this was so fun hope lud eventually gets to go to japan or something for more shenaniganry,positive
1275,this is basically three brothers reviewing cereal in front of camera with the eldest being the bully as usual the look of disbelief from lud is worth replaying 4 lucky charms marshmallows out of 5 cause chris just had to have more lol,neutral
1276,big affable,neutral
1277,yoink,neutral
1278,such fun trio lud has talked lot about how much he admired these two guys must be pretty cool to meet them and get on so well,positive
1279,stoled,neutral
1280,this is the result of unfathomable affability,negative
1281,this is cool,positive
1282,like fish,neutral
1283,202 comments,neutral
1284,love sterjins,positive
1285,so,neutral
1286,5 38 edit bro,neutral
1287,trust me you don know all of them,neutral
1288,this is soo cool,positive
1289,hahaha only made in china,positive
1290,pokémon dugon,neutral
1291,flying dragon found in malaysia,neutral
1292,manatea,neutral
1293,we also have dugong in the philippines,neutral
1294,those yetis are bears,neutral
1295,dugong live in pilipines to,neutral
1296,the human fish is carp and the things that make it look like human face is its spots and lines,neutral
1297,we have problem number ten is found in more country im from bulgaria and we have that fish,neutral
1298,wow fake if those bones where really there wouldn be meat and blood on it,neutral
1299,omg cool,positive
1300,sorry pastor allen only believe certain news media about the flu and how many succumbed to it seems like the point is that we need to get on our knees and ask him forgiveness for our sins of omission god forgive the church for complacency forgive us for not realizing it help us to move forward lord your way thank you for your obedience woc,negative
1301,say prayer say about it was in years ll be good please come and get you make sure you get your soup leave me like everybody else,positive
1302,prayed the prayer with you,positive
1303,1 corinthians 12 1 this is the true spiritual weapons the church has but few pastors will allow as well as the proper leadership of the church in ephesians 4 11 which the church does not teach as well as the involvement of the people in cor 14 29 states all participate and 2 or 3 prophets are allowed to speak this is not allowed as well sad when is the church going to obey god,positive
1304,we prayed the lord prayer with you god bless you paster for preaching bold truth john and amy,positive
1305,pastor allen prayed along with you,positive
1306,oh lord jesus forgive me lord for my sins and purify me with your precious blood make me pure and holy bless me with heavenly wisdom to make the right decisions and to understand your word thank you abba father for your promises thy kingdom come and your will shall be done in heaven as on earth let your will be done in me in jesus name amen,positive
1307,what an awesome message will be coming to your church soon once we understand that life is about jesus and just jesus we will start to understand when god say i am don in ia,positive
1308,prayed with you amen,positive
1309,praying with you,positive
1310,how lovely are the feet of them that bring good news,positive
1311,thank you lord we praise you and thank you for allowing us to pray together your prayer in jesus name amen,positive
1312,thank you lord jesus for loving us so much lord keeping us safe under your precious blood and during this pandemic bringing us more closer to you churches might be closed but nothing can stop us from seeking and praising you love you lord jesus more than ever before amen,positive
1313,awesome teaching,positive
1314,thank you for this powerful word pastor as christian advocate and lobbyist for righteous laws in jamaica this helped me and associates to stay grounded in our primary call to pray and trust,positive
1315,prayed with you,positive
1316,our assignment may get done easier with righteous leaders but no matter what we must run the race of faith,positive
1317,abortion is national iniquity,neutral
1318,preach it pastor the church brought this judgement upon the usa sinners only sin because it their nation the church sins by choice cooperation with sin got us here showing loves to people should bring conversion not cooperation with sin,positive
1319,prayed with you,positive
1320,1st magic 0 10 2nd magic 0 10 3rd magic 0 10,neutral
1321,the end oun was stopped,neutral
1322,the sharpie one is 0 10,neutral
1323,wait that her dad,neutral
1324,is he married,neutral
1325,0 10 0 10 0 10,neutral
1326,wow good boy,positive
1327,guys chil she said dan bc hes name is dan look at the user,neutral
1328,where is emily,neutral
1329,his name is dan,neutral
1330,it sounds like you are saying dad stop,neutral
1331,peke yung guhet,neutral
1332,okay didn expect that,neutral
1333,hsbjz,neutral
1334,wow,positive
1335,it looks like he is cheating,negative
1336,to my sad past will forget you,neutral
1337,this song is so passionate it it makes me yearn for the rhythm they sing to embody if that even thing just so sweet passionate,positive
1338,im the 300 000 subscriber,neutral
1339,my wife and live fairly close to padre island and when played this going over the causeway her whole demeanor changed and we had the most amazing weekend we laughed ran hugged held hands and saw sunsets like we were in our 20 again 17 years together and still my best friend and loving life,positive
1340,gives me visceral reaction every time,neutral
1341,thank god for music,positive
1342,week old wet laundry and stupid sht like for some reason goes viral,negative
1343,thats the question what if all this work and you don go viral its something to ask when making any video is the time and money and effort put into making this short video even worth it if you do go viral remember going viral isn the same as being famous viral videos and trends don last very long so here someone has put in tons of time and effort to make short dumb video that will maybe get laugh and maybe go viral did they pay for all those drinks they have to carefully clean their car now or they ll have problems like water damage or mold and wow sure hope they didn get pulled over for reckless driving are they proud of themselves was it worth it,negative
1344,can even type out all these roast the tears in my eyes rn he has point,neutral
1345,well you made it viral,positive
1346,why do this lol would soooo fucking livid,positive
1347,if they paid for all of that and then just wasted it while they could ve donated to charity that supplies people with water makes my blood boil and makes me question peoples thought process and priorities,neutral
1348,shows how much we dumbed down,negative
1349,it sad lol how this works this online memes or e,negative
1350,no point just no sense at all,negative
1351,what the fuck is this hate society,negative
1352,lmaooooooo,neutral
1353,white ppl,neutral
1354,we needed hero and he swung,neutral
1355,so no food just cups of ice water,neutral
1356,people who dont know fabric and water grow mold,neutral
1357,what stretch of road they doing this one,neutral
1358,that the point it supposed to be e d equals funny randomness equals funny they think oh everyone doing this tread and if add so many and just throw it all over my car that means am funny no what they want is cry for attention none of this is funny it just stupid they re wasting money they re wasting water and they re going to ruin their car just because,negative
1359,but it did go viral,neutral
1360,there is no point,neutral
1361,nee challenge some thing but fill the cups liquid nitrogen,neutral
1362,what crowd that would have been awesome,positive
1363,they ve slowed the tempo down have to when you get old,neutral
1364,goldknight18 shephard says 5424 understanding,neutral
1365,wellwellwell this explains some of our norfolk issues yes,neutral
1366,eod18 sod18 grab some det bags upupup happy mass,neutral
1367,angus the last of line of acdc original legends,neutral
1368,love ac dc,positive
1369,man would have loved to have been there god damn the energy was crazy felt it here watching it on youtube with the radio blasting,positive
1370,will never regret seeing them live in birmingham thanks ac dc rock on rock kegends,positive
1371,pick swackswackswack laceit hahhahahahaahahahhahahahahahga,neutral
1372,for those who is not vaxed wwweee sssaaaallllluuuttttteeeeeeee yyyooouuuuuuu,positive
1373,never will there be another band like these guys and never is long time,positive
1374,god love this song the first time saw ac dc was august 3rd of 1978 at alpine valley via the power age tour actually slapped angus of the back and left welt of my hand on his back he use to be carried into the audience back then it was hot as hell out that day saw them again over year later at the aragon ballroom in chicago it was years before saw them again,positive
1375,one of rocks greatest anthems and one of rock greatest live bands the great ac dc,positive
1376,put himars up there then m impressed,positive
1377,salute,positive
1378,la pasión por el rock en su máxima expresión,positive
1379,those trappers need to understand that not single one of the old bands will be forgotten,positive
1380,5 years ago rip rock in peace malcolm for those about to rock we salute you,positive
1381,strongly disagree at least there were some positive things in 2020 solidarity and actually getting little assistance from the gov in hard times 2021 was all about fascist rallies and the government trying to make people desperate enough to risk their lives for minimum wage,negative
1382,2nd amendment he who wants pizza shall have their pizza without being recquired to present themselves in mask,neutral
1383,je manchin is horrible human being,negative
1384,michael kosta becoming horse is just ingenious,neutral
1385,have to disagree with this title 2020 was an uneventful year for me and my family 2021 literally tore my family apart may it rest in h3ll,negative
1386,love desi,positive
1387,the vaccine does not prevent covid keller,negative
1388,jan 6th insurrection was in 2021 tell me again how 2020 was worse,negative
1389,am pretty sure 2020 was less frustrating than 2021,negative
1390,sure hope joe can outdo himself in 2022 letting 600 000 illegal immigrants in the country and unvaxxed and untested is rookie number come on uncle sniffy let in million,negative
1391,3 thank you,positive
1392,fun fact sinema denim outfit violates the senate dress code it posted right at the front door and forbids denim and yet nobody motioned to make her go home and change clothes so guess rules really do mean nothing we can all just dress like it the 1990s portland grunge scene and nobody going to care ick gross _,neutral
1393,in pythagorean numerology that is 1 2 3 etc fox 666 and is literally beast stew on that one for minute or two lol makes you wonder ay is that why they named it that and with all the qanon da vinci code type of conspiracy this is totally missed that weird,negative
1394,show be like white men white men white men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white men and some other news says name and not to mention white men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white menwhite men white men,neutral
1395,congratulations your show is now racist,negative
1396,you can move into my apartment even though you once made fun of virgins which hurt my feelings but you will have to pay on time,negative
1397,it should read the less bad as the comparison is between two not three or more,negative
1398,everytime see another rich man launch into space think of rocket by def leppard,neutral
1399,manchin and sinema aren moderate lol they are unapologetically republican sellouts,negative
1400,the song who define village life clearly no biased proud to द स,positive
1401,proud to be desi,positive
1402,super,positive
1403,2 55 jaat,neutral
1404,proud to be desi and gurdaspuria,positive
1405,am proud to be pendu,positive
1406,nice song,positive
1407,proud to be desi,positive
1408,proud to be desii,positive
1409,my father is farmer belong in beautiful village pakistan ahh gana pinda aleya waste banya ve love you bro,positive
1410,proud to be son of farmer,positive
1411,my father farmer,positive
1412,proud,positive
1413,my father is farmer and proud my father bro,positive
1414,wow my favourite song,positive
1415,hi how are you don know anything want to come to your country very early you help me,neutral
1416,you may only succeed if you desire succeeding you may only fail if you do not mind failing __philippos,positive
1417,mycoworks absolutely superb imagine huge wall tanned various blues to emulate water how bout that in your architecture studio entrance,positive
1418,you can leverage btc on chain because the rate of issuance is constant to build on top of bitcoin you can use credit on chain if your sats are offline there is no yield soon enough this idea will become truth bitcoin isn locked in here with you you are locked in here with bitcoin,neutral
1419,is the next sbf defi is the next ftx usdc underpins dexs why is this so hard to understand coins are not decentralized because they depend on centralized stable coins to transfer that been leveraged 10 times,neutral
1420,great interview molly,positive
1421,yo nick looks like there is spelling error on the thumbnail,positive
1422,jason is tds lying journo but still cant get get enough of him 3,neutral
1423,have just started watching wednesday on netflix and am up to the 8th episode am almost done the series thanks for uploading this mp25 studios orchestra,positive
1424,please remember to follow us on instagram for more videos thank you for your amazing subscribing and likes mp25 studios orchestra,neutral
1425,see the passion and the hard work good work guys,positive
1426,you guys do great work,positive
1427,beautiful work wish could order mine too,positive
1428,hey dylan or anybody that knows what do you sand your epoxy tables to osmo calls for 120 grit max but epoxy needs at least 320 to remove swirl marks what is the proper method,neutral
1429,top quality work as always,positive
1430,doesn wood warp after flattening it like doesn it need to reaclimate d love to hear your answer,neutral
1431,do you have micro bubbles in the epoxy do you degas the epoxy before pouring,neutral
1432,like others more wood less resin the wood is the hero great work though cheers,positive
1433,think it turned out magnificent,positive
1434,beautiful as always,positive
1435,what happened to the joe manganiello table,neutral
1436,daaaang that mold peel is satisfying no broken mold too,positive
1437,where is your home base,neutral
1438,why you never use tabletop epoxy for finishing,neutral
1439,the plates have oblong holes,neutral
1440,think it came out great can believe missed the video of you having the slabs cut ll have to go back and find it,positive
1441,so gorgeous work of art,positive
1442,gorgeous,positive
1443,silly question why do you flood the top if you re going to flatten anyway,positive
1444,nice work,positive
1445,what is your dream weight,neutral
1446,consuming processed food in the name of healthy or diet food,neutral
1447,it linked to memory concentration and focus problems harmless negative life style for years it hard to pass it hard to fit in and it tough to stay spirit ial some time on life,neutral
1448,want to stop eating ice cream and cookies,neutral
1449,this still surprise me just how lot of people do not know about okibetonic secrets although lots of people get great result because of it thanks to my friend who told me about okibetonic secrets have lost tons of weight by using it without starving myself,positive
1450,need to lose 3 pounds of my body because want to join this taekwondo competition,neutral
1451,to anyone whos reading this you are gonna have abs soon,positive
1452,thank you did all the mistake might soon go to the bright side of my weight,positive
1453,nice,positive
1454,just had to write paper on this video thanks for that,positive
1455,yes am 2 years late but anyway thank you so much for this video ve been trying to lose weight and realised wasn doing it properly now know and m gonna change that from now on also can somebody please recommend fitness channel that you can do inside your house because since we can go outside due to this pandemic,positive
1456,the stress is stressing me out,neutral
1457,watching this while the pizza fast foods advs keep coming by fuhhh,neutral
1458,let be honest we re all teenagers trying to lose weight during quarintine,neutral
1459,nice thumbnail copycat,neutral
1460,watched this video while eating ice cream,neutral
1461,liked the video bc of the intro why he bounce off the trampoline like that,positive
1462,got your vitamin right here in my pants because have vitamin pills they re in this cute little box 3,neutral
1463,watching this as type 1 is interesting,positive
1464,day 3 of daily uploads,neutral
1465,pls gift me mu username is tipped201biology,neutral
1466,you own me 100 buckoloons,neutral
1467,my name is crafted sword,neutral
1468,want my 100,neutral
1469,where my money at lol,neutral
1470,hi,neutral
1471,subscribed,positive
1472,id like vbucks my user is 2gooodand eye charecter ty,neutral
1473,nice,positive
1474,bro change the fking music,neutral
1475,yoooo,neutral
1476,love when he still says literally free box you dog water zero or zero earnings sub to my boy zach,positive
1477,comment m cracked at fortnite,neutral
1478,hi the 1000 vbucks would be awesome username iboxlittletimmys,neutral
1479,less gooolove ur vids,positive
1480,damn,neutral
1481,so free,positive
1482,down below said comment down below,neutral
1483,avatar the way of water review https youtu be fwkhg7zh8ys unexpected surprise in indian2 https youtu be ra8 p2 nhhg wednesday new tamil dub series review https youtu be 4wjs0243vno,neutral
1484,only thala,neutral
1485,overseas vena vijay no 1 irukalam but tn la ajith and vijay are same equal theatre kudutha best,positive
1486,let see the facts bro like vijay films have done more box office and opening far from ajith films no hate just faxxx,neutral
1487,ர ட சசன movie director ram kumar enna aanaru pls solluga,neutral
1488,love,positive
1489,dhanush 50,neutral
1490,dhanush nadichaa vera levalla irukkum,neutral
1491,dhanush thalapathy,neutral
1492,poieyaa irukalanna adha eenda solra confirm pannitu sollu ennathayavadhu olarama stick on to the content alone,neutral
1493,apart from ajith no one in tamil cinema will match this beard look,neutral
1494,am from the future vaarisu paaththuttu ithukku beast ah paravallanu review panna poraanuga,neutral
1495,dislike,negative
1496,thalapathy,neutral
1497,koi to hum bhi love me like you to bole,positive
1498,1 01 is my favorite part because of the mustang,positive
1499,7 years passed but this song never gets old,positive
1500,this song never get old such masterpiece,positive
1501,guilty pleasure song anyone else,positive
1502,queria tanto achar amor da minha vida,neutral
1503,think your singing is great,positive
1504,2022 almost over and m still addicted to this song,positive
1505,used to hear this song lot on the radio when was younger and never really paid much attention to it heard it again recently and _man_ does it just hit different,positive
1506,love this song,positive
1507,this song is perfect for jungkook and lisa love,positive
1508,wondering,positive
1509,my god what beautiful voice god bless you girl,positive
1510,música linda,positive
1511,que maravilha ouvir está usica,positive
1512,this shi slaps,neutral
1513,beautiful tune classic,positive
1514,hjh,neutral
1515,was frowning the whole time,negative
1516,why is 7 35 so relatable,neutral
1517,im watchind this at 1 am holding for my dear life,neutral
1518,6 28 6 37 6 55 7 02 7 11 7 27 7 36 8 13 8 33 8 57 11 40,neutral
1519,03 40,neutral
1520,4 47 and he was never seen again,neutral
1521,5 20 suomi mainittu torilla tavataan,neutral
1522,2 59 almost laughed with this one,positive
1523,my face the entire video,neutral
1524,3 42 what are these called when you use another clip to give its sound another meaning,neutral
1525,this shit cringe,negative
1526,hsisuiw eo when youa eo aooocye after my cat when so aovwiwceiudi iiiydeaj us,neutral
1527,she just yeeted off the seat in tje water,neutral
1528,2 07 also wanted to pet my cat when she was sleeping and she went flying as soon as touched her,neutral
1529,sorry dad wh thank you,positive
1530,12 48 not again,neutral
1531,haha so funny,positive
1532,4 34 why is nobody talkin about this,neutral
1533,the hottest drop only at https hotpizza gg wewatch use code wewatch to get 0 5 for free,neutral
1534,has monesy ever done reaction time test on stream it probably 120 or 130 which is basically insane,positive
1535,you really don want disrespect this boy homies,negative
1536,oww pleaseeee dont compare osimp with monesy that guys like jam time from outsiders they dont have good reaction lol,negative
1537,yekindar what shame,negative
1538,no way you re profiting by just uploading one minute clips of ohne,neutral
1539,the second shot is amazing too he didnt shot when oponent shoulderpeeked,positive
1540,it like he was already step ahead when he was expecting him to jump at that moment you already know m0nesy is great his reaction just adds little extra to this incredible reaction time jesus,positive
1541,that was insane,positive
1542,that single shot won the finals,positive
1543,love this song,positive
1544,p chester still cant believe your gone,positive
1545,sorry for your loss prayers sent jesus comforts you,positive
1546,should ve stayed were there signs ignored can help you not to hurt anymore we saw brilliance when the world was asleep there are things that we can have but can keep if they say who cares if one more light goes out in sky of million stars it flickers flickers who cares when someone time runs out if moment is all we are we re quicker quicker who cares if one more light goes out well do the reminders pull the floor from your feet in the kitchen one more chair than you need oh and you re angry and you should be it not fair just cause you can see it doesn mean it isn there if they say who cares if one more light goes out in sky of million stars it flickers flickers who cares when someone time runs out if moment is all we are we re quicker quicker who cares if one more light goes out well do who cares if one more light goes out in sky of million stars it flickers flickers who cares when someone time runs out if moment is all we are we re quicker quicker who cares if one more light goes out well do well do,positive
1547,love chester,positive
1548,chester bennington was very honest about his personal battles humble man who used his lyrics to reach fellow travellers you are not alone and you are worth more than this peace x,positive
1549,sobbing thinking about my brother also lost to depression and contemplating similar outcome for me m tired and sad m sorry some may think m angling for attention they may be right haven had anyone notice me for few years tbh don expect much of comment probably won umm make that choice but m really tired and sad as for chester he was amazing and miss him,negative
1550,sorry chester have never knew you died but you will be in my heart forever,positive
1551,depression always win there is no come back,neutral
1552,one day depression will get the best of me like it always has ve tried everything,negative
1553,we miss you chester so much,positive
1554,back in april of 2020 my granddad lost his life to cancer since he didn spoke portuguese and spoke little to no russian at the time we couldn communicate that much and would communicate through signals and everytime went to my grandparent house he always greeted me with smile and hugged me miss him so much to this day,positive
1555,found this song around year ago when was 15 it was also the last song listened to before attempted 6 months ago m getting help now but life isn any better than it was back then if anything it worse m holding on but don know how long for m so tired it makes me so sad that chester saved us but couldn save himself and that is so often the case if anyone relates to this please message me am happy to talk to you about it and would love to hear your stories have good day 3,positive
1556,you will always be my brightest light love you my beautiful girl stay strong,positive
1557,this song still leaves me tear stained after the last five years,positive
1558,we re quicker,neutral
1559,chester bennington linkin park rest in peace rock legend you are in our hearts forever i 20 03 1976 20 07 2017,positive
1560,whosever having hard time hold my hand don say word just let it all out,neutral
1561,ve never watched the video for this song or read the description for the video until today it had to hit me on low night thank you chester,positive
1562,love you vicky 3,positive
1563,love from india and thanks to all the makers of this song to promote indian culture,positive
1564,feeling proud,positive
1565,had this songs chorus randomly stuck in my head and had to listen,neutral
1566,1 2b views only from india rest of views are from different countries,neutral
1567,on the scent trail this sniffer dogs sniffs all the way up lady caron from emilia to miss péron all our love chanel no 5,neutral
1568,love india from italy,positive
1569,anlayamıyorum nasıl bu şarkı nasıl bu kadar harika olabilir 3 dont understand how this song can be so great 3,positive
1570,didn know it was india until looked the comments thank you so much for the love and support,positive
1571,love you india,positive
1572,life a drink and coldplay a drug,neutral
1573,best song for our country,positive
1574,आई लव द स songs m from india,positive
1575,still listening in 2022,positive
1576,the only religion of peace in the world is sanatan dharma may lord krishna give any human being the ability to practice sanatan dharma hare krishna,positive
1577,love india from south africa,positive
1578,being pakistani like this song,positive
1579,india is my country and this song gives me the vibe of world cup,positive
1580,love from india,positive
1581,just great,positive
1582,nice,positive
1583,video better than thumbnail,positive
1584,nice play,positive
1585,pin,neutral
1586,_ヽ ʖ ヽ へ ﾚ ノ ヽ_つ ヽ 丿 ノ lﾉ _,neutral
1587,this is basically try not to laugh,neutral
1588,test,neutral
1589,sometimes youtube basic is more sexually explicit that pornhub is but youtube doesn fuckin care and won change shit keep making that money youtube wow how much anal sex could one guy get,negative
1590,nice play,positive
1591,thay looks gym guy,neutral
1592,it 2yr where are you,neutral
1593,5 13 thumbnail,neutral
1594,if you find this help m in mississippi and m starting to think this entire state is just highway with gas stations and the occasional house here and there it like backrooms level,neutral
1595,a,neutral
1596,https youtu be 1pwdwci05pa,neutral
1597,bro 4 58 wtf,negative
1598,painfully unfunny,negative
1599,come back to us,neutral
1600,nice video,positive
1601,good content mate the best way to find that balance between saving and living is by investing this way you get to have your savings intact and then live comfortably off the revenue coming in from your investments financial freedom is possible you just need to know what to do and when to do it am living testimony ve made good and amazing profit through the help of broker anorld chris his trading services has been of great help to me,positive
1602,in bmx,neutral
1603,hold up wait minute this video is titled random acts of kindness that will restore your faith in humanity and theres cat making the bed at 2 55 guess thats cat is human now,positive
1604,preserve that cat preserve that cat,neutral
1605,2 04 that man thank you god,positive
1606,never stop being good human that all we can do for free and it don cost us anything peace,positive
1607,almost cried,neutral
1608,cant stop smiling and cried,positive
1609,too much kindness too wholesome respect all those humans and animals,positive
1610,isnt that septic sprinkler,neutral
1611,love how it includes cat that will restore my hope in humanity,positive
1612,such people are rare these days but they are and it good,positive
1613,не осточерствел ещё совсем род людской на земле,neutral
1614,idk why but seeing those two small boiis taking care of their sister was so wholesome tt,positive
1615,wanna see random act of baldness,neutral
1616,akwi swgwjn aoq akam skwka,neutral
1617,this is wholesome to be honest love those kind of people wish the world become like them,positive
1618,almost cried,negative
1619,can we reach 10 likes,neutral
1620,lol same,neutral
1621,9 22 what is the name of background piano forgot,neutral
1622,ssssuuiiii,neutral
1623,dont laugh even once,neutral
1624,2 13 ayo,neutral
1625,the first one got me,neutral
1626,7 52 bros laugh turn into spongebob,positive
1627,6 55 lol mr krabs,neutral
1628,9 23 cracked me up,neutral
1629,19 13 naaa lol,neutral
1630,9 22 got me,neutral
1631,12 44 eyy nederlandse meme,neutral
1632,5 00 m impressed that a well organised joke,positive
1633,2 16 wait what,neutral
1634,9 20 my little sister loves sonic and he though he she never played sonic game this is why like this phone,positive
1635,challenge accepted,neutral
1636,0h n0 don woof dog woof,neutral
1637,go by harry got brother named larry another brother named jerry anotha bruddha named barry oldest brother named terry youngest brother named garry and and sister named gery cousin named derry niece named kerry and my dad name is skerry,neutral
1638,16 51 thats fire,positive
1639,nothing is more absurd than the assertion that anything that science has not yet been able to establish is not only within the purview of god but also serves to establish his existence in reality god and other supernatural beings are the main characters of fairytales created by famous but cunning authors who were highly skilled at preying on people emotional brittleness and unease by talking about the afterlife and its attendant hell and heaven,positive
1640,1 44 bro just roasted the sun,neutral
1641,allahu akbar,neutral
1642,i think god is son the moon is his shadow and the north star is jesus christ duh,neutral
1643,this was truly awe inspiring and left profound impact on me,positive
1644,imagine somebody from mars watching videos of earth,neutral
1645,almost 4 million views and only 70 000 likes wow this means that most people don bother no wonder every video tells you please click like and subscribe which is so annoying now get it anyway thank you for not starting the video by telling me what you want me to do for you appreciate it and great video really enjoyed it very educational,positive
1646,and here am crying over my breakup uhhh,negative
1647,erf,neutral
1648,awsome universe nice video,positive
1649,yo watching this while high is crazy,positive
1650,he goes on about size and distance all the time irrelevant size and distance like speed are relative don exist of themselves useless video,negative
1651,they re not big we re just tiny,neutral
1652,so basically the moon is much bigger than what we was lead to believe,neutral
1653,the hubble phot is deceptive in that it implies higher galaxy density than reality the photo shows all galaxies that have past through that direction over the last 11 billion years it not snapshot if you took time lapse picture of all the cars that have past single spot of 95 it could imply that there are billions of cars per mile on that interstate while that was never true,neutral
1654,watched the whole thing and still don question my existence,neutral
1655,ok but need to know about all the other beings that exist in the entire universe,neutral
1656,interesting but spoiled by the annoying music,positive
1657,the heaven declare the glory of god,positive
1658,elon musk speaks lot about when the earth will end no man knows the end only god our creator does people are foolish to even speculate john 3 16 for god so loved the world that he gave his only begotten son jesus christ that whomsoever believes in him will not perish but have eternal life pray that elon musk excepts jesus christ and millions more and who ever reads this,negative
1659,it always good day when sheep uploads,positive
1660,bro 3 23 made me laugh so hard,positive
1661,laughed the first three seconds,positive
1662,laughed at 2 22 otherwise easy,positive
1663,froggo,neutral
1664,survived five minutes,neutral
1665,how did the boy at 2 14 evan do that,neutral
1666,you said it was 3 minutes and it was 17 minutes,neutral
1667,2 15 got me cracking lmfao mega lmfao litterelly had stroke,positive
1668,the pikachu one got me,neutral
1669,amougus,neutral
1670,the pig one was so cute,positive
1671,05 19,neutral
1672,5 40 is the funniest part,positive
1673,im not even laughing for 3 minutes,neutral
1674,0 05 bro fell in slow motion,neutral
1675,take mre aoahhhhhh nieung ning ning ning nigni nginginingniningn,positive
1676,how to not laugh dont have soul like me,positive
1677,for the dog being held up by its collar,neutral
1678,this is reupload of 1 hour compilation that got age restricted 1 month ago so most of you didn get to see it,neutral
1679,9 20 why he ran like that,neutral
1680,07 00,neutral
1681,the ending almost made me cry ve been so stressed lately and everyone tells me it fine that m panicking too much but hey guess what there still panic thanks for making me smile,positive
1682,expected at 46 36 for the guy to punch the officer in the face for some reason,neutral
1683,31 30 omg,neutral
1684,7 18 cat go hit da griddy,neutral
1685,32 50 ok fr tho that actually looks really cool,positive
1686,want to know how many people thought the video just restarted at 16 17,neutral
1687,wow this made me chuckle,positive
1688,03 09,neutral
1689,win,positive
1690,6 09 hey,neutral
1691,18 56 hell nah,neutral
1692,1 41 bro sounds like squilliam tentacles,neutral
1693,25 40 lmfaoooo,positive
1694,04 02,neutral
1695,9 22 my favorite part,positive
1696,morb it up and morb it out,neutral
1697,15 09 got me wheezing,positive
1698,do you play minecraft,neutral
1699,normal people youtube britsh folk you chewb,neutral
1700,yeah idk why but just unsub youtuber uploading 3 video day idk it just annoying for no reason,negative
1701,large following is the last thing want so ll make sure to ignore all these rules and do what want,neutral
1702,3 42 my channel is about entertainment memes reaction and roblox,neutral
1703,lol,neutral
1704,starting doing research is me cuz im to lazy and bored and want money and subs,neutral
1705,lol telling people to be under original,neutral
1706,love from india shout out plz,positive
1707,what is your text to speech program really need ttt rn don have mic and need my video to have voices since m tired of putting texts on my videos,neutral
1708,thx,positive
1709,bro violated everyone at the start,negative
1710,thank you for this video friend it very useful shout out me,positive
1711,hi,neutral
1712,literally hit 100 subs today,neutral
1713,thanks for this it really helped,positive
1714,no one cares about you,negative
1715,shout out plz,positive
